"ID","NAME","FACILITYID__C","PROGRAM_CODE__C","PROGRAM_VALUE__C","SERVICE_CODE__C","SERVICE_VALUE__C","STATE__C","AVATAR_UPLOAD_ID__C","LOCATION__C","PROGRAM__C","SERVICE_LINE__C","ASSESSMENT_ONLY__C","END_DATE__C","START_DATE__C"
"a0NU0000009rYGWMA2","SC-001858","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","MG/H0046","MG/H0046-Behavioral Health Screening","FL","10-9999991099-MG/H0046","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGXMA2","SC-001859","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","MG/T1023HE","MG/T1023HE-Behavioral Health Services","FL","10-9999991099-MG/T1023HE","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGYMA2","SC-001860","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","MG/T1023HE","MG/T1023HE-Behavioral Health Services","FL","10-9999991099-MG/T1023HE","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGZMA2","SC-001861","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0001","H0001-CFARS - SA","FL","10-9999991099-H0001","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGaMAM","SC-001862","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0001","H0001-CFARS - SA","FL","10-9999991099-H0001","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGbMAM","SC-001863","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0001HN","H0001HN-Biopsychosocial - SA","FL","10-9999991099-H0001HN","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGcMAM","SC-001864","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0001HN","H0001HN-Biopsychosocial - SA","FL","10-9999991099-H0001HN","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGdMAM","SC-001865","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0031","H0031-CFARS/FARS","FL","10-9999991099-H0031","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGeMAM","SC-001866","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0031","H0031-CFARS/FARS","FL","10-9999991099-H0031","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGfMAM","SC-001867","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0031HN","H0031HN-Bio-Psychosocial Evaluation","FL","10-9999991099-H0031HN","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKUMA2","SC-002104","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0001HN","H0001HN-Biopsychosocial - SA","FL","10-9999991095-H0001HN","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKVMA2","SC-002105","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0031","H0031-CFARS/FARS","FL","10-9999991095-H0031","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKWMA2","SC-002106","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0031","H0031-CFARS/FARS","FL","10-9999991095-H0031","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKXMA2","SC-002107","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0031HN","H0031HN-Bio-Psychosocial Evaluation","FL","10-9999991095-H0031HN","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKYMA2","SC-002108","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0031HN","H0031HN-Bio-Psychosocial Evaluation","FL","10-9999991095-H0031HN","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKZMA2","SC-002109","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0031HO","H0031HO-In-Depth New","FL","10-9999991095-H0031HO","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKaMAM","SC-002110","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0031HO","H0031HO-In-Depth New","FL","10-9999991095-H0031HO","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKbMAM","SC-002111","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0031TS","H0031TS-In-Depth Est","FL","10-9999991095-H0031TS","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKcMAM","SC-002112","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0031TS","H0031TS-In-Depth Est","FL","10-9999991095-H0031TS","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKdMAM","SC-002113","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999991095-H0032","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKeMAM","SC-002114","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999991095-H0032","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKfMAM","SC-002115","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999991095-H0032TS","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKgMAM","SC-002116","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999991095-H0032TS","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKhMAM","SC-002117","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H2000HP","H2000HP-Psych Evaluation","FL","10-9999991095-H2000HP","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKiMAM","SC-002118","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H2000HP","H2000HP-Psych Evaluation","FL","10-9999991095-H2000HP","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKjMAM","SC-002119","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H2010","H2010-Brief MH status Exam","FL","10-9999991095-H2010","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKkMAM","SC-002120","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H2010","H2010-Brief MH status Exam","FL","10-9999991095-H2010","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKlMAM","SC-002121","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H2017","H2017-Psychosocial Rehab Group","FL","10-9999991095-H2017","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKmMAM","SC-002122","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H2017","H2017-Psychosocial Rehab Group","FL","10-9999991095-H2017","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKnMAM","SC-002123","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H2019HO","H2019HO-Therapeutic Behavioral On-Site Services","FL","10-9999991095-H2019HO","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKoMAM","SC-002124","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H2019HO","H2019HO-Therapeutic Behavioral On-Site Services","FL","10-9999991095-H2019HO","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKrMAM","SC-002127","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H2019HR","H2019HR-Individual/Family Therapy","FL","10-9999991095-H2019HR","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKsMAM","SC-002128","10","9999991095","FL-MNTR-IIH-Orlando-ARY","H2019HR","H2019HR-Individual/Family Therapy","FL","10-9999991095-H2019HR","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYOZMA2","SC-002357","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H0031HN","H0031HN-Bio-Psychosocial Evaluation","FL","10-9999991096-H0031HN","S. Miami","Miami","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYOaMAM","SC-002358","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H0031HN","H0031HN-Bio-Psychosocial Evaluation","FL","10-9999991096-H0031HN","S. Miami","Miami","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYObMAM","SC-002359","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999991096-H0032","S. Miami","Miami","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYOcMAM","SC-002360","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999991096-H0032","S. Miami","Miami","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYOdMAM","SC-002361","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999991096-H0032TS","S. Miami","Miami","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYOeMAM","SC-002362","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999991096-H0032TS","S. Miami","Miami","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYOfMAM","SC-002363","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H2017","H2017-Psychosocial Rehab Group","FL","10-9999991096-H2017","S. Miami","Miami","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYOgMAM","SC-002364","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H2017","H2017-Psychosocial Rehab Group","FL","10-9999991096-H2017","S. Miami","Miami","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYOhMAM","SC-002365","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H2019HO","H2019HO-Therapeutic Behavioral On-Site Services","FL","10-9999991096-H2019HO","S. Miami","Miami","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYOiMAM","SC-002366","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H2019HO","H2019HO-Therapeutic Behavioral On-Site Services","FL","10-9999991096-H2019HO","S. Miami","Miami","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYOlMAM","SC-002369","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H2019HR","H2019HR-Individual/Family Therapy","FL","10-9999991096-H2019HR","S. Miami","Miami","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYOmMAM","SC-002370","10","9999991096","FL-MNTR-IIH-S. Miami-ARY","H2019HR","H2019HR-Individual/Family Therapy","FL","10-9999991096-H2019HR","S. Miami","Miami","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYOnMAM","SC-002371","10","9999981096","FL-MNTR-OPT-S. Miami-ARY","90804","90804-Individual Therapy (20-30 min)","FL","10-9999981096-90804","S. Miami","Miami","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYOoMAM","SC-002372","10","9999981096","FL-MNTR-OPT-S. Miami-ARY","90804","90804-Individual Therapy (20-30 min)","FL","10-9999981096-90804","S. Miami","Miami","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYOpMAM","SC-002373","10","9999981096","FL-MNTR-OPT-S. Miami-ARY","90806","90806-Individual Therapy (45-50 min)","FL","10-9999981096-90806","S. Miami","Miami","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYOqMAM","SC-002374","10","9999981096","FL-MNTR-OPT-S. Miami-ARY","90806","90806-Individual Therapy (45-50 min)","FL","10-9999981096-90806","S. Miami","Miami","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYOrMAM","SC-002375","10","9999981096","FL-MNTR-OPT-S. Miami-ARY","90832","90832-Individual Therapy (16-37 min)","FL","10-9999981096-90832","S. Miami","Miami","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYOsMAM","SC-002376","10","9999981096","FL-MNTR-OPT-S. Miami-ARY","90832","90832-Individual Therapy (16-37 min)","FL","10-9999981096-90832","S. Miami","Miami","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYOtMAM","SC-002377","10","9999981096","FL-MNTR-OPT-S. Miami-ARY","90834","90834-Individual Therapy (38-52 min)","FL","10-9999981096-90834","S. Miami","Miami","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYOuMAM","SC-002378","10","9999981096","FL-MNTR-OPT-S. Miami-ARY","90834","90834-Individual Therapy (38-52 min)","FL","10-9999981096-90834","S. Miami","Miami","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYOvMAM","SC-002379","10","9999981096","FL-MNTR-OPT-S. Miami-ARY","90837","90837-Individual Therapy (53-67 min)","FL","10-9999981096-90837","S. Miami","Miami","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYOwMAM","SC-002380","10","9999981096","FL-MNTR-OPT-S. Miami-ARY","90837","90837-Individual Therapy (53-67 min)","FL","10-9999981096-90837","S. Miami","Miami","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009Ae4JMAS","SC-000153","4","028010007","NC-MNTR-IIH-Goldsboro-ARY","302","H2022 Intensive In-Home Services","NC","4-028010007-302","Goldsboro","Raleigh","Intensive In Home","false","2013-03-14","2012-01-01"
"a0NU0000009Ae4KMAS","SC-000154","4","028010007","NC-MNTR-IIH-Goldsboro-ARY","450","NON BILLABLE CHILDREN'S SERVICES","NC","4-028010007-450","Goldsboro","Raleigh","Intensive In Home","false","","2012-01-01"
"a0NU0000009Ae4LMAS","SC-000155","4","028010007","NC-MNTR-IIH-Goldsboro-ARY","455","NON BILLABLE DSE SERVICES","NC","4-028010007-455","Goldsboro","Raleigh","Intensive In Home","false","","2012-01-01"
"a0NU0000009Ae4MMAS","SC-000156","4","028010007","NC-MNTR-IIH-Goldsboro-ARY","702","H2022 IIH ROLL UP","NC","4-028010007-702","Goldsboro","Raleigh","Intensive In Home","false","","2012-01-01"
"a0NU0000009Ae4NMAS","SC-000157","4","028010003","NC-MNTR-IIH-Raleigh-ARY","302","H2022 Intensive In-Home Services","NC","4-028010003-302","Raleigh","Raleigh","Intensive In Home","false","2013-03-14","2012-01-01"
"a0NU0000009Ae4OMAS","SC-000158","4","028010003","NC-MNTR-IIH-Raleigh-ARY","450","NON BILLABLE CHILDREN'S SERVICES","NC","4-028010003-450","Raleigh","Raleigh","Intensive In Home","false","","2012-01-01"
"a0NU0000009Ae4PMAS","SC-000159","4","028010003","NC-MNTR-IIH-Raleigh-ARY","455","NON BILLABLE DSE SERVICES","NC","4-028010003-455","Raleigh","Raleigh","Intensive In Home","false","","2012-01-01"
"a0NU0000009Ae4QMAS","SC-000160","4","028010003","NC-MNTR-IIH-Raleigh-ARY","702","H2022 IIH ROLL UP","NC","4-028010003-702","Raleigh","Raleigh","Intensive In Home","false","","2012-01-01"
"a0NU0000009Ae4RMAS","SC-000161","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","196","H0004 HQ","NC","4-028010008-196","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4SMAS","SC-000162","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","197","H0001","NC","4-028010008-197","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4TMAS","SC-000163","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","198","H0004 HS","NC","4-028010008-198","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4UMAS","SC-000164","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","199","H0004 HR","NC","4-028010008-199","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4VMAS","SC-000165","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","200","H0004-Behavioral Hlth Counseling&Therapy","NC","4-028010008-200","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4WMAS","SC-000166","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","201","H0031NL-Mental Health Assessment","NC","4-028010008-201","Goldsboro","Raleigh","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009Ae4bMAC","SC-000171","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","206","90846-Family Therapy w/o Patient","NC","4-028010008-206","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4cMAC","SC-000172","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","207","90847-Family Therapy w/Patient","NC","4-028010008-207","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4dMAC","SC-000173","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","208","90818-Individual Therapy (50 minutes)","NC","4-028010008-208","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4eMAC","SC-000174","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","212","90816 IND PSYCHOTRPY 20/30 W/O E&M","NC","4-028010008-212","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4fMAC","SC-000175","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","213","90853 - Group Therapy","NC","4-028010008-213","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4gMAC","SC-000176","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","215","90812 - 50 Minute Interactive Therapy","NC","4-028010008-215","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4hMAC","SC-000177","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","216","90810 - 30 Minute Interactive Therapy","NC","4-028010008-216","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4iMAC","SC-000178","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","217","90814 - 80 Minute Interactive Therapy","NC","4-028010008-217","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4jMAC","SC-000179","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","218","96101 - Psychological Testing","NC","4-028010008-218","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae4kMAC","SC-000180","4","028010008","NC-MNTR-OPT-Goldsboro-ARY","451","NON BILLABLE OUTPATIENT","NC","4-028010008-451","Goldsboro","Raleigh","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYGgMAM","SC-001868","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0031HN","H0031HN-Bio-Psychosocial Evaluation","FL","10-9999991099-H0031HN","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGhMAM","SC-001869","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0031HO","H0031HO-In-Depth New","FL","10-9999991099-H0031HO","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGiMAM","SC-001870","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0031HO","H0031HO-In-Depth New","FL","10-9999991099-H0031HO","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGjMAM","SC-001871","10","9999981099","FL-MNTR-IIH-N. Broward-ARY","H0031HO","H0031HO-In-Depth New","FL","10-9999981099-H0031HO","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGkMAM","SC-001872","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0031TS","H0031TS-In-Depth Est","FL","10-9999991099-H0031TS","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGlMAM","SC-001873","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0031TS","H0031TS-In-Depth Est","FL","10-9999991099-H0031TS","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGmMAM","SC-001874","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999991099-H0032","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGnMAM","SC-001875","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999991099-H0032","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGoMAM","SC-001876","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999991099-H0032TS","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGpMAM","SC-001877","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999991099-H0032TS","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGqMAM","SC-001878","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H2000HP","H2000HP-Psych Evaluation","FL","10-9999991099-H2000HP","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGrMAM","SC-001879","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H2000HP","H2000HP-Psych Evaluation","FL","10-9999991099-H2000HP","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGsMAM","SC-001880","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H2010","H2010-Brief MH status Exam","FL","10-9999991099-H2010","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGtMAM","SC-001881","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H2010","H2010-Brief MH status Exam","FL","10-9999991099-H2010","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGuMAM","SC-001882","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H2017","H2017-Psychosocial Rehab Group","FL","10-9999991099-H2017","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGvMAM","SC-001883","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H2017","H2017-Psychosocial Rehab Group","FL","10-9999991099-H2017","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYGwMAM","SC-001884","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H2019HO","H2019HO-Therapeutic Behavioral On-Site Services","FL","10-9999991099-H2019HO","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYGxMAM","SC-001885","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H2019HO","H2019HO-Therapeutic Behavioral On-Site Services","FL","10-9999991099-H2019HO","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYH0MAM","SC-001888","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H2019HR","H2019HR-Individual/Family Therapy","FL","10-9999991099-H2019HR","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYH1MAM","SC-001889","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","H2019HR","H2019HR-Individual/Family Therapy","FL","10-9999991099-H2019HR","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYH2MAM","SC-001890","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","T1015","T1015-Medical Management","FL","10-9999991099-T1015","N. Broward","Broward","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYH3MAM","SC-001891","10","9999991099","FL-MNTR-IIH-N. Broward-ARY","T1015","T1015-Medical Management","FL","10-9999991099-T1015","N. Broward","Broward","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKtMAM","SC-002129","10","9999991095","FL-MNTR-IIH-Orlando-ARY","T1015","T1015-Medical Management","FL","10-9999991095-T1015","Orlando","Orlando","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYKuMAM","SC-002130","10","9999991095","FL-MNTR-IIH-Orlando-ARY","T1015","T1015-Medical Management","FL","10-9999991095-T1015","Orlando","Orlando","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYKvMAM","SC-002131","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90804","90804-Individual Therapy (20-30 min)","FL","10-9999981095-90804","Orlando","Orlando","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYKwMAM","SC-002132","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90804","90804-Individual Therapy (20-30 min)","FL","10-9999981095-90804","Orlando","Orlando","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYKxMAM","SC-002133","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90806","90806-Individual Therapy (45-50 min)","FL","10-9999981095-90806","Orlando","Orlando","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYKyMAM","SC-002134","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90806","90806-Individual Therapy (45-50 min)","FL","10-9999981095-90806","Orlando","Orlando","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYKzMAM","SC-002135","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90832","90832-Individual Therapy (16-37 min)","FL","10-9999981095-90832","Orlando","Orlando","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYL0MAM","SC-002136","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90832","90832-Individual Therapy (16-37 min)","FL","10-9999981095-90832","Orlando","Orlando","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYL1MAM","SC-002137","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90834","90834-Individual Therapy (38-52 min)","FL","10-9999981095-90834","Orlando","Orlando","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYL2MAM","SC-002138","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90834","90834-Individual Therapy (38-52 min)","FL","10-9999981095-90834","Orlando","Orlando","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYL3MAM","SC-002139","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90837","90837-Individual Therapy (53-67 min)","FL","10-9999981095-90837","Orlando","Orlando","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYL4MAM","SC-002140","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90837","90837-Individual Therapy (53-67 min)","FL","10-9999981095-90837","Orlando","Orlando","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYL5MAM","SC-002141","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90846","90846-Family Therapy w/o Patient","FL","10-9999981095-90846","Orlando","Orlando","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYL6MAM","SC-002142","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90846","90846-Family Therapy w/o Patient","FL","10-9999981095-90846","Orlando","Orlando","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYL7MAM","SC-002143","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90847","90847-Family Therapy w/ Patient","FL","10-9999981095-90847","Orlando","Orlando","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYL8MAM","SC-002144","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90847","90847-Family Therapy w/ Patient","FL","10-9999981095-90847","Orlando","Orlando","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYL9MAM","SC-002145","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90808L","90808L-Individual Therapy (75+ min) (Licensed)","FL","10-9999981095-90808L","Orlando","Orlando","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYLAMA2","SC-002146","10","9999981095","FL-MNTR-OPT-Orlando-ARY","90808L","90808L-Individual Therapy (75+ min) (Licensed)","FL","10-9999981095-90808L","Orlando","Orlando","Outpatient Therapy","true","","2012-01-01"
