"ID","OWNERID","NAME","LASTMODIFIEDDATE","LASTMODIFIEDBYID","ALIAS__C","CITY__C","FACILITYID__C","PHONE__C","PROGRAMID__C","PROGRAM__C","SERVICE_VALUE__C","SETTING__C","STATE__C","STREET__C","UNIQUEID__C","ZIP__C"
"a0vU0000001H3s9IAC","005U0000001BtzpIAC","505003","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505003","Lancaster","16.0","614-367-1370","505003000","OH-REM-WGH-SELLS RD-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","312 West Fair Avenue","16||505003000","43130"
"a0vU0000001H3sAIAS","005U0000001BtzpIAC","505004","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505004","Hamilton","16.0","614-367-1370","505004000","OH-REM-WGH-HARTFORD DRIVE-IDD","ARY - Group Home","Inpatient/Residential","OH","417 Hartford Drive","16||505004000","45013"
"a0vU0000001H3sBIAS","005U0000001BtzpIAC","505005","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505005","Cincinnati","16.0","","505005000","OH-REM-WGH-BEECH-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1258 Beech Avenue","16||505005000","45205"
"a0vU0000001H3sCIAS","005U0000001BtzpIAC","505006","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505006","Cincinnati","16.0","513-244-1003","505006000","OH-REM-WGH-CHESTERDALE-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1155 Chesterdale Drive, Apt A","16||505006000","45246"
"a0vU0000001H3sDIAS","005U0000001BtzpIAC","505007","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505007","Lancaster","16.0","","505007000","OH-REM-WGH-BEACON-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1525 Beacon Street","16||505007000","43130"
"a0vU0000001H3sEIAS","005U0000001BtzpIAC","505007","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505007","Cincinnati","16.0","513-244-1003","505007001","OH-REM-WGH-CHESTERDALE","IDD - Residential Group Home","Inpatient/Residential","OH","1155 Chesterdale Drive, Apt A","16||505007001","45246"
"a0vU0000001H3sFIAS","005U0000001BtzpIAC","505008","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505008","Columbus","16.0","","505008000","OH-REM-WGH-GRAYSTONE-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","3527 Graystone Drive","16||505008000","43232"
"a0vU0000001H3sGIAS","005U0000001BtzpIAC","505009","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505009","Sidney","16.0","","505009000","OH-REM-WGH-N. MIAMI-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1010 North Miami Ave.","16||505009000","45365-1739"
"a0vU0000001H3sHIAS","005U0000001BtzpIAC","505011","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505011","Lancaster","16.0","","505011000","OH-REM-WGH-185 SELLS RD-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","185 Sells Road, Apt 5","16||505011000","43130"
"a0vU0000001H3sIIAS","005U0000001BtzpIAC","505012","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505012","Sidney","16.0","","505012000","OH-REM-WGH-HOEWISHER RD-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","432 Hoewisher Road, Apt 2b","16||505012000","45365-8484"
"a0vU0000001H3sJIAS","005U0000001BtzpIAC","505013","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505013","Lancaster","16.0","","505013000","OH-REM-WGH-185 SellsRd Apt 6-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","185 Sells Rd","16||505013000","43130-3460"
"a0vU0000001H3sKIAS","005U0000001BtzpIAC","505014","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505014","Sidney","16.0","","505014000","OH-REM-WGH-ClayStreet-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","128 W Clay Street Apt A","16||505014000","45365"
"a0vU0000001H3sLIAS","005U0000001BtzpIAC","505040","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505040","Akron","16.0","","505040000","OH-REM-ICF-LITTLEDALE-IDD","IDD - Residential ICF/MR","Inpatient/Residential","OH","3070 Littledale Rd","16||505040000","44319"
"a0vU0000001H3sMIAS","005U0000001BtzpIAC","505624","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505624","Elyria","16.0","","505624000","OH-REM-WGH-UNIVERSITY-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","249 University Avenue","16||505624000","44035"
"a0vU0000001H3sNIAS","005U0000001BtzpIAC","505626","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505626","Lorain","16.0","","505626000","OH-REM-WGH-W34TH-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1350 W 34th Street","16||505626000","44053"
"a0vU0000001H3sOIAS","005U0000001BtzpIAC","505627","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505627","Gate Mills","16.0","","505627000","OH-REM-WGH-BATTLES-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","7939 Battles Road","16||505627000","44040"
"a0vU0000001H3sPIAS","005U0000001BtzpIAC","505628","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505628","Avon Lake","16.0","","505628000","OH-REM-WGH-PARKWOOD-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","235 Parkwood Drive","16||505628000","44012"
"a0vU0000001H3sQIAS","005U0000001BtzpIAC","505632","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505632","Garfield Heights","16.0","","505632000","OH-REM-WGH-TURNEY-GARFIELD-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","6311 Turney Road","16||505632000","44125"
"a0vU0000001H3sRIAS","005U0000001BtzpIAC","505634","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505634","Garfield Heights","16.0","","505634000","OH-REM-WGH-TURNEY-MAPLE-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","14701 Turney Road","16||505634000","44137"
"a0vU0000001H3sSIAS","005U0000001BtzpIAC","505635","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505635","South Euclid","16.0","","505635000","OH-REM-WGH-WRENFORD-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","2077 Wrenford  Avenue","16||505635000","44121"
"a0vU0000001H3sTIAS","005U0000001BtzpIAC","505661","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505661","Williamsport","16.0","","505661000","OH-REM-TRANSP-SOUTHWEST IS-IDD","IDD - Non-Residential Day Activity","Outpatient","OH","7944 W Central Ave","16||505661000","43164-1517"
"a0vU0000001H3sUIAS","005U0000001BtzpIAC","505662","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505662","Toledo","16.0","","505662000","OH-REM-TRANSP-NORTHWEST IS-IDD","IDD - Non-Residential Day Activity","Outpatient","OH","7944 W. Central Ave","16||505662000","43164"
"a0vU0000001H3sVIAS","005U0000001BtzpIAC","505663","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505663","Springdale","16.0","","505663000","OH-REM-DAYTX-CENTURY SC-IDD","IDD - Non-Residential Day Activity","Outpatient","OH","11530 Century Blve","16||505663000","45246"
"a0vU0000001H3sWIAS","005U0000001BtzpIAC","505664","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505664","Lebanon","16.0","","505664000","OH-REM-SE-MULBERRY BT-IDD","IDD - Non-Residential Day Activity","Outpatient","OH","27 West Mulberry","16||505664000","45036"
"a0vU0000001H3sXIAS","005U0000001BtzpIAC","505666","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505666","Hamilton","16.0","","505666000","OH-REM-SE-CENTRAL WW-IDD","IDD - Non-Residential Day Activity","Outpatient","OH","701 Central Avenue","16||505666000","45011"
"a0vU0000001H3sYIAS","005U0000001BtzpIAC","505667","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505667","Akron","16.0","","505667000","OH-REM-RSC-CINCINNATI-IDD-NS-FY12","Employment Services","Outpatient","OH","791 White Pond Drive","16||505667000","44320-4202"
"a0vU0000001H3sZIAS","005U0000001BtzpIAC","505668","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505668","Akron","16.0","330-864-5895","505668000","OH-REM-RSC-AKRON-IDD-NS-FY-12","IDD - Non-Residential Day Activity","Outpatient","OH","791 White Pond Drive Suiet B","16||505668000","44320"
"a0vU0000001H3saIAC","005U0000001BtzpIAC","505669","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505669","Cleveland","16.0","216-642-5339","505669000","OH-REM-RSC-NORTHERN-IDD","IDD - Non-Residential Day Activity","Outpatient","OH","9775 Rockside Road, Suite 200","16||505669000","44125-6626"
"a0vU0000001H3sbIAC","005U0000001BtzpIAC","505750","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505750","","16.0","","505750000","OH-REM-HH-LCUYAHOGA-IDD","IDD - Residential Host Home","Inpatient/Residential","OH","","16||505750000",""
"a0vU0000001H3scIAC","005U0000001BtzpIAC","505751","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505751","","16.0","","505751000","OH-REM-HH-CUYAHOGA-IDD","IDD - Residential Host Home","Inpatient/Residential","OH","","16||505751000",""
"a0vU0000001H3sdIAC","005U0000001BtzpIAC","505752","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505752","","16.0","","505752000","OH-REM-HH-LORAIN-IDD","IDD - Residential Host Home","Inpatient/Residential","OH","","16||505752000",""
"a0vU0000001H3seIAC","005U0000001BtzpIAC","505753","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505753","","16.0","","505753000","OH-REM-HH-ERIE-IDD","IDD - Residential Host Home","Inpatient/Residential","OH","","16||505753000",""
"a0vU0000001H3sfIAC","005U0000001BtzpIAC","505753","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505753","Sandusky","16.0","","505753001","OH-REM-HH-GILLIAM-IDD","IDD - Residential Host Home","Inpatient/Residential","OH","3610 Grant Avenue","16||505753001","44870"
"a0vU0000001H3sgIAC","005U0000001BtzpIAC","505360","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505360","Akron","16.0","","505360000","OH-REM-WGH-JACOBY-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1834 Jacoby Road","16||505360000","44321"
"a0vU0000001H3shIAC","005U0000001BtzpIAC","505361","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505361","Fairlawn","16.0","","505361000","OH-REM-WGH-CALADONIA-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","373 Caladonia Avenue","16||505361000","44203"
"a0vU0000001H3siIAC","005U0000001BtzpIAC","505363","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505363","Clinton","16.0","","505363000","OH-REM-WGH-OVAL-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","6059 N Oval Drive","16||505363000","44216"
"a0vU0000001H3sjIAC","005U0000001BtzpIAC","505364","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505364","Akron","16.0","","505364000","OH-REM-WGH-KREBS-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","3055 Krebs Drive","16||505364000","44319"
"a0vU0000001H3skIAC","005U0000001BtzpIAC","505367","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505367","Akron","16.0","","505367000","OH-REM-WGH-CELTIC-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","384 Celtic Avenue","16||505367000","44314"
"a0vU0000001H3slIAC","005U0000001BtzpIAC","505368","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505368","Akron","16.0","","505368000","OH-REM-WGH-TANGLEWOOD-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1835 Tanglewood Akron","16||505368000","44313"
"a0vU0000001H3smIAC","005U0000001BtzpIAC","505369","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505369","Akron","16.0","","505369000","OH-REM-WGH-LEESER-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1370 Leeser Avenue","16||505369000","44311"
"a0vU0000001H3snIAC","005U0000001BtzpIAC","505371","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505371","Akron","16.0","","505371000","OH-REM-WGH-GREENHILL-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","3091 Greenhill Drive","16||505371000","44319"
"a0vU0000001H3soIAC","005U0000001BtzpIAC","505372","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505372","Canton","16.0","","505372000","OH-REM-WGH-ARNOLD-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","3916 Arnold Avenue Nw","16||505372000","44709"
"a0vU0000001H3spIAC","005U0000001BtzpIAC","505373","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505373","Akron","16.0","","505373000","OH-REM-WGH-EASTHOLM-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","75 Eeastholm Ave","16||505373000","44312"
"a0vU0000001H3sqIAC","005U0000001BtzpIAC","505374","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505374","Barberton","16.0","","505374000","OH-REM-WGH-FORREST-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1423 Forrest Drive","16||505374000","44203"
"a0vU0000001H3srIAC","005U0000001BtzpIAC","505375","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505375","Stow","16.0","330-644-9730","505375000","OH-REM-WGH-ROSS-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","2214 Ross Drive","16||505375000","44224"
"a0vU0000001H3ssIAC","005U0000001BtzpIAC","505376","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505376","Akron","16.0","","505376000","OH-REM-WGH-NORTH HAWKINS-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","336 North Hawkins St","16||505376000","44316"
"a0vU0000001H3stIAC","005U0000001BtzpIAC","505378","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505378","Mogadore","16.0","","505378000","OH-REM-WGH-LOUISE-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","3745 Louise Street","16||505378000","44260"
"a0vU0000001H3suIAC","005U0000001BtzpIAC","505379","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505379","Stow","16.0","","505379000","OH-REM-WGH-BRIDGEWATER-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","4148 Bridgewater  Parkway, #101","16||505379000","44224"
"a0vU0000001H3svIAC","005U0000001BtzpIAC","505380","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505380","Tallmadge","16.0","","505380000","OH-REM-WGH-SOUTHEAST-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","421 Southeast Ave","16||505380000","44278"
"a0vU0000001H3swIAC","005U0000001BtzpIAC","505381","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505381","Akron","16.0","","505381000","OH-REM-WGH-JUDITH-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","384 Judith Ave","16||505381000","44313-0000"
"a0vU0000001H3sxIAC","005U0000001BtzpIAC","505382","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505382","Norton","16.0","","505382000","OH-REM-WGH-BURG-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","4897 Burg","16||505382000","44203"
"a0vU0000001H3syIAC","005U0000001BtzpIAC","505383","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505383","Barberton","16.0","","505383000","OH-REM-WGH-Washington-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","416 Washington Ave","16||505383000","44203"
"a0vU0000001H3szIAC","005U0000001BtzpIAC","505384","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505384","Barberton","16.0","","505384000","OH-REM-WGH-9th St-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","288 9th St","16||505384000","44203"
"a0vU0000001H3t0IAC","005U0000001BtzpIAC","505168","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505168","Delaware","16.0","","505168000","OH-REM-WGH-PARKER-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","22 Parker Street","16||505168000","43015"
"a0vU0000001H3t1IAC","005U0000001BtzpIAC","505170","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505170","Williamsport","16.0","","505170000","OH-REM-WGH-RANDLE-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","9305 Randle Road","16||505170000","43164"
"a0vU0000001H3t2IAC","005U0000001BtzpIAC","505172","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505172","Columbus","16.0","","505172000","OH-REM-WGH-SHARONWOODS-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","6738 Sharon Woods Blvd.","16||505172000","43229"
"a0vU0000001H3t3IAC","005U0000001BtzpIAC","505175","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505175","Columbus","16.0","","505175000","OH-REM-WGH-ROSWELL-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","3560 Roswell Dr.","16||505175000","43227"
"a0vU0000001H3t4IAC","005U0000001BtzpIAC","505176","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505176","Columbus","16.0","","505176000","OH-REM-WGH-3534KINSALE-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","3534 Kinsale Head Drive","16||505176000","43221"
"a0vU0000001H3t5IAC","005U0000001BtzpIAC","505177","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505177","Cincinnati","16.0","","505177000","OH-REM-WGH-SHARON PARK LANE-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","4001 Sharon Park Lane","16||505177000","45241"
"a0vU0000001H3t6IAC","005U0000001BtzpIAC","505326","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505326","","16.0","","505326000","OH-REM-SL-ROSS-IDD","IDD - Non-Residential Supported Living/IHSS/Ind Living","Outpatient","OH","","16||505326000",""
"a0vU0000001H3t7IAC","005U0000001BtzpIAC","505335","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505335","","16.0","","505335000","OH-REM-SL-FRANKLIN-IDD","IDD - Non-Residential Supported Living/IHSS/Ind Living","Outpatient","OH","","16||505335000",""
"a0vU0000001H3t8IAC","005U0000001BtzpIAC","505336","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505336","","16.0","","505336000","OH-REM-SL-PICKAWAY-IDD","IDD - Non-Residential Supported Living/IHSS/Ind Living","Outpatient","OH","","16||505336000",""
"a0vU0000001H3t9IAC","005U0000001BtzpIAC","505337","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505337","Circleville","16.0","","505337000","OH-REM-WGH-PICKAWAY-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","963 S Pickawat Street","16||505337000","43113"
"a0vU0000001H3tAIAS","005U0000001BtzpIAC","505338","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505338","","16.0","","505338000","OH-REM-SL-DELAWARE-IDD","IDD - Non-Residential Supported Living/IHSS/Ind Living","Outpatient","OH","","16||505338000",""
"a0vU0000001H3tBIAS","005U0000001BtzpIAC","505350","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505350","Copley","16.0","","505350000","OH-REM-WGH-COPLEY-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","3468 Copley Road","16||505350000","44321"
"a0vU0000001H3tCIAS","005U0000001BtzpIAC","505351","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505351","Norton","16.0","","505351000","OH-REM-WGH-SUMMIT-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","4327 Summit Road","16||505351000","44203"
"a0vU0000001H3tDIAS","005U0000001BtzpIAC","505352","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505352","Springfield","16.0","","505352000","OH-REM-WGH-KRUMROY-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1145 Krumroy Road","16||505352000","44306"
"a0vU0000001H3tEIAS","005U0000001BtzpIAC","505353","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505353","Clinton","16.0","","505353000","OH-REM-WGH-NIMISILA-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1436 W Nimisila Road","16||505353000","44216"
"a0vU0000001H3tFIAS","005U0000001BtzpIAC","505354","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505354","Barberton","16.0","","505354000","OH-REM-WGH-ELSON-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","377 East Lake Avenue","16||505354000","44203"
"a0vU0000001H3tGIAS","005U0000001BtzpIAC","505355","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505355","Fairlawn","16.0","","505355000","OH-REM-WGH-COY-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","3243 Coy Drive","16||505355000","44203"
"a0vU0000001H3tHIAS","005U0000001BtzpIAC","505356","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505356","Clinton","16.0","","505356000","OH-REM-WGH-DONNER-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","5445 Donner Road","16||505356000","44216"
"a0vU0000001H3tIIAS","005U0000001BtzpIAC","505357","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505357","Akron","16.0","","505357000","OH-REM-WGH-MESSNER-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","361 N Messner Road","16||505357000","44319"
"a0vU0000001H3tJIAS","005U0000001BtzpIAC","505358","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505358","Akron","16.0","","505358000","OH-REM-WGH-SMAIN-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","3218 S. Main Street","16||505358000","44319"
"a0vU0000001H3tKIAS","005U0000001BtzpIAC","505602","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505602","Brooklyn Heights","16.0","","505602000","OH-REM-ICF-SOUTHWEST-IDD","IDD - Residential ICF/MR","Inpatient/Residential","OH","211 E Schaff Road","16||505602000","44131"
"a0vU0000001H3tLIAS","005U0000001BtzpIAC","505603","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505603","South Euclid","16.0","","505603000","OH-REM-ICF-MONTICELLO-IDD","IDD - Residential ICF/MR","Inpatient/Residential","OH","4520 Monticello Blvd","16||505603000","44143"
"a0vU0000001H3tMIAS","005U0000001BtzpIAC","505604","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505604","Bedford","16.0","","505604000","OH-REM-ICF-TAFT-IDD","IDD - Residential ICF/MR","Inpatient/Residential","OH","740 Taft","16||505604000","44146"
"a0vU0000001H3tNIAS","005U0000001BtzpIAC","505605","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505605","Moreland Hills","16.0","","505605000","OH-REM-WGH-MORELAND-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","35450 Chagrin Blvd.","16||505605000","44022"
"a0vU0000001H3tOIAS","005U0000001BtzpIAC","505606","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505606","Orange","16.0","","505606000","OH-REM-WGH-JACKSON-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","29949 Jackson Road","16||505606000","44022"
"a0vU0000001H3tPIAS","005U0000001BtzpIAC","505607","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505607","Highland Heights","16.0","","505607000","OH-REM-WGH-WILSON-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","785 Miner Road","16||505607000","44143"
"a0vU0000001H3tQIAS","005U0000001BtzpIAC","505608","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505608","Orange Village","16.0","","505608000","OH-REM-WGH-ORANGE-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","4940 W Woodcrest Drive","16||505608000","44022"
"a0vU0000001H3tRIAS","005U0000001BtzpIAC","505609","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505609","Lyndhurst","16.0","","505609000","OH-REM-WGH-CROYDEN-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","1137 Croyden Avenue","16||505609000","44124"
"a0vU0000001H3tSIAS","005U0000001BtzpIAC","505610","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505610","Mayfield","16.0","","505610000","OH-REM-WGH-LONGRIDGE-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","6561 Longridge Avenue","16||505610000","44124"
"a0vU0000001H3tTIAS","005U0000001BtzpIAC","505611","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505611","Oakwood Village","16.0","","505611000","OH-REM-WGH-TRYON-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","25901 Tyron Road","16||505611000","44146"
"a0vU0000001H3tUIAS","005U0000001BtzpIAC","505171","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505171","Reynoldsburg","16.0","614-367-1370","CI50517102","CI-OH-REM-TRANSP-CENTRAL-IDD","IDD - Non-Residential Other","Outpatient","OH","6422 E Main Street Suite 101","16||CI50517102","43068"
"a0vU0000001H3tVIAS","005U0000001BtzpIAC","505171","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505171","Reynoldsburg","16.0","614-367-1370","CI50517103","CI-OH-REM-WGH-CENTRAL-IDD","IDD - Residential Group Home","Outpatient","OH","6422 E Main Street Suite 101","16||CI50517103","43068"
"a0vU0000001H3tWIAS","005U0000001BtzpIAC","505171","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505171","Reynoldsburg","16.0","614-367-1370","CI50517104","CI-OH-REM-SL-CENTRAL-IDD","IDD - Non-Residential Supported Living/IHSS/Ind Living","Outpatient","OH","6422 E Main Street Suite 101","16||CI50517104","43068"
"a0vU0000001H3tXIAS","005U0000001BtzpIAC","505171","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505171","Reynoldsburg","16.0","614-367-1370","CI50517105","CI-OH-REM-ICF-CENTRAL-IDD","IDD - Residential ICF/MR","Outpatient","OH","6422 E Main Street Suite 101","16||CI50517105","43068"
"a0vU0000001H3tYIAS","005U0000001BtzpIAC","505171","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505171","Reynoldsburg","16.0","614-367-1370","CI5051710A","CI-OH-REM-TRANSP-CENTRAL-IDD","IDD - Non-Residential Day Activity","Outpatient","OH","6422 E Main Street Suite 101","16||CI5051710A","43068"
"a0vU0000001H3tZIAS","005U0000001BtzpIAC","505353","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505353","","16.0","","PA505353","PA-OH-REM-WGH-NIMISILA RNB-IDD","IDD - Residential Group Home","Outpatient","OH","","16||PA505353",""
"a0vU0000001H3taIAC","005U0000001BtzpIAC","505612","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505612","Garfield Heights","16.0","","505612000","OH-REM-WGH-E115TH-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","5297 E 115th Street","16||505612000","44125"
"a0vU0000001H3tbIAC","005U0000001BtzpIAC","505613","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505613","Garfield Heights","16.0","","505613000","OH-REM-WGH-MCCRAKEN-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","11419 Mccraken Road","16||505613000","44125"
"a0vU0000001H3tcIAC","005U0000001BtzpIAC","505614","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505614","Garfield Heights","16.0","","505614000","OH-REM-WGH-SUNSET-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","12513 Upper Sunset Drive","16||505614000","44125"
"a0vU0000001H3tdIAC","005U0000001BtzpIAC","505615","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505615","Parma","16.0","","505615000","OH-REM-WGH-SNOW-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","6006 Snow Road","16||505615000","44129"
"a0vU0000001H3teIAC","005U0000001BtzpIAC","505616","2013-09-21T01:54:27.000Z","005U0000001BtzpIAC","505616","Elyria","16.0","","505616000","OH-REM-WGH-WISCONSIN-IDD","IDD - Residential Group Home","Inpatient/Residential","OH","120 Wisconsin Circle","16||505616000","44035"
