"ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","QUESTION__C","COLOR__C","RATING_DESCRIPTION__C","RATING__C","SCORE__C","QT__C","SHOW_EXTRA_FIELDS__C","SHOW_THESE_FIELDS__C","SORT_ORDER__C"
"a0Y110000008xrkEAA","false","4416","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35JEAS","yellow","The child?s parents have no developmental disabilities. The child has siblings who are experiencing some mild developmental or behavioral problems (e.g., Attention Deficit, Oppositional Defiant, or Conduct Disorders). It may be that child has at least one healthy sibling.","1","1.0","PARENT OR SIBLING PROBLEMS","false","",""
"a0Y110000008xrlEAA","false","4417","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35JEAS","orange","The child?s parents have no developmental disabilities. The child has a sibling who is experiencing a significant developmental or behavioral problem (e.g., a severe version of any of the disorders cited above, or any developmental disorder).","2","2.0","PARENT OR SIBLING PROBLEMS","false","",""
"a0Y110000008xrmEAA","false","4418","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35JEAS","red","One or both of the child?s parents have been diagnosed with a developmental disability, or the child has multiple siblings who are experiencing significant developmental or behavioral problems (all siblings must have some problems).","3","6.0","PARENT OR SIBLING PROBLEMS","false","",""
"a0Y110000008xrnEAA","false","4419","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35JEAS","gray","Unknown","U","0.0","PARENT OR SIBLING PROBLEMS","false","",""
"a0Y110000008xiAEAQ","false","3822","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","a0Z11000000D32fEAC","","","Presents a Risk","","Harm to property","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xiBEAQ","false","3823","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","a0Z11000000D32fEAC","","","Does Not Present a Risk","","Harm to property","false","","2.0"
"a0Y110000008xiCEAQ","false","3824","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","a0Z11000000D32gEAC","","","Presents a Risk","","Suicidal","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xiDEAQ","false","3825","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","a0Z11000000D32gEAC","","","Does Not Present a Risk","","Suicidal","false","","2.0"
"a0Y110000008xiEEAQ","false","3826","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","a0Z11000000D32hEAC","","","Presents a Risk","","Elopement or AWOL","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xiFEAQ","false","3827","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","a0Z11000000D32hEAC","","","Does Not Present a Risk","","Elopement or AWOL","false","","2.0"
"a0Y110000008xiGEAQ","false","3828","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","a0Z11000000D32iEAC","","","Presents a Risk","","Fire starter","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xiHEAQ","false","3829","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","a0Z11000000D32iEAC","","","Does Not Present a Risk","","Fire starter","false","","2.0"
"a0Y110000008xiIEAQ","false","3830","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","a0Z11000000D32jEAC","","","Does Not Present a Risk","","Sex offender","false","","2.0"
"a0Y110000008xiJEAQ","false","3831","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","005U0000001BHukIAG","2014-02-28T00:24:44.000Z","a0Z11000000D32jEAC","","","Presents a Risk","","Sex offender","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xjqEAA","false","3926","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","a0Z11000000D330EAC","red","This rating is used to indicate a child with severe impairment of attention or concentration. A child with profound symptoms of ADHD or significant attention difficulties related to another diagnosis would be rated here.","3","6.0","ATTENTION/CONCENTRATION","false","",""
"a0Y110000008xjrEAA","false","3927","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","a0Z11000000D331EAC","green","This rating is used to indicate a child with no evidence of age-inappropriate impulsivity in action or thought.","0","0.0","IMPULSIVITY","false","",""
"a0Y110000008xjsEAA","false","3928","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","a0Z11000000D331EAC","yellow","This rating is used to indicate a child with evidence of mild levels of impulsivity evident in either action or thought. The child may behave in a fashion that suggests limited impulse control. For instance, child may yell out answers to questions or may have difficulty waiting his/her turn. Child may exhibit some motoric difficulties as well, for instance, pushing or shoving others without waiting turn.","1","1.0","IMPULSIVITY","false","",""
"a0Y110000008xjtEAA","false","3929","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","a0Z11000000D331EAC","orange","This rating is used to indicate a child with moderate levels of impulsivity evident in behavior. The child is frequently impulsive and may represent a significant management problem. A child who often intrudes on others and often exhibits aggressive impulses would be rated here.","2","2.0","IMPULSIVITY","false","",""
"a0Y110000008xjuEAA","false","3930","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","a0Z11000000D331EAC","red","This rating is used to indicate a child with significant levels of impulsivity evident in behavior. Frequent impulsive behavior is observed or noted that carries considerable safety risk (e.g., running into the street, dangerous driving, or bike riding). The child may be impulsive on a nearly continuous basis. He or she endangers self or others without thinking.","3","6.0","IMPULSIVITY","false","",""
"a0Y110000008xjvEAA","false","3931","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","a0Z11000000D332EAC","green","This rating is given to a child with no emotional problems. No evidence of depression.","0","0.0","DEPRESSION","false","",""
"a0Y110000008xm2EAA","false","4062","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","a0Z11000000D33OEAS","yellow","Moderate level of interpersonal strengths. Child may have a history of forming positive relationships with peers and/or non-caregivers. Child may have at least one healthy relationship, is friendly with others.","1","1.0","INTERPERSONAL","false","",""
"a0Y110000008xm3EAA","false","4063","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","a0Z11000000D33OEAS","orange","Mild level of interpersonal strengths. Child has some social skills that facilitate positive relationships with peers and adults but may not have any current healthy friendships.","2","2.0","INTERPERSONAL","false","",""
"a0Y110000008xm4EAA","false","4064","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","a0Z11000000D33OEAS","red","Very limited ability to make and maintain positive relationships. Child lacks social skills and has no history of positive relationships with peer and adults.","3","6.0","INTERPERSONAL","false","",""
"a0Y110000008xm5EAA","false","4065","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","a0Z11000000D33pEAC","green","There is no evidence that child has witnessed or experienced violence in the community.","0","0.0","COMMUNITY VIOLENCE","false","",""
"a0Y110000008xm6EAA","false","4066","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","a0Z11000000D33pEAC","yellow","Child has witnessed occasional fighting or other forms of violence in the community. Child has not been directly impacted by the community violence (i.e. violence not directed at self, family, or friends) and exposure has been limited.","1","1.0","COMMUNITY VIOLENCE","false","",""
"a0Y110000008xm7EAA","false","4067","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","a0Z11000000D33pEAC","orange","Child has witnessed multiple instances of community violence and/or the significant injury of others in his/her community, or has had friends/family members injured as a result of violence or criminal activity in the community, or is the direct victim of violence/criminal activity that was not life threatening.","2","2.0","COMMUNITY VIOLENCE","false","",""
"a0Y110000008xm8EAA","false","4068","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","a0Z11000000D33pEAC","red","Child has witnessed or experienced severe and repeated instances of community violence and/or the death of another person in his/her community as a result of violence, or is the direct victim of violence/criminal activity in the community that was life threatening, or has experienced chronic/ongoing impact as a result of community violence (e.g. family member injured and no longer able to work).","3","6.0","COMMUNITY VIOLENCE","false","",""
"a0Y110000008xm9EAA","false","4069","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","a0Z11000000D33PEAS","green","This level indicates a child who is in school and is involved with an educational plan (or IEP) that appears to exceed expectations. School works exceptionally well with family and caregivers to create a special learning environment that meets the child?s needs. Someone at the school goes above and beyond to take a healthy interest in the educational success of the child.","0","0.0","EDUCATIONAL SETTING","false","",""
"a0Y110000008xmAEAQ","false","4070","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","a0Z11000000D33PEAS","yellow","This level indicates a child who is in school and has a plan that appears to be effective. School works fairly well with family and caregivers to ensure appropriate educational development.","1","1.0","EDUCATIONAL SETTING","false","",""
"a0Y110000008xmBEAQ","false","4071","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","005U0000001BHukIAG","2014-02-28T00:24:59.000Z","a0Z11000000D33PEAS","orange","This level indicates a child who is in school but has a plan that does not appear to be effective.","2","2.0","EDUCATIONAL SETTING","false","",""
"a0Y110000008xmWEAQ","false","4092","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","a0Z11000000D33sEAC","yellow","Child did not live in war-affected region or refugee camp, but family was affected by war. Family members directly related to the child may have been exposed to war, political violence, or torture; family may have been forcibly displaced due to the war. This does not include children who have lost one or both parents during the war.","1","1.0","WAR AFFECTED","false","",""
"a0Y110000008xmXEAQ","false","4093","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","a0Z11000000D33sEAC","orange","Child has been affected by war or political violence. He or she may have witnessed others being injured in the war, may have family members who were hurt or killed in the war, and may have lived in an area where bombings or fighting took place. Child may have lost one or both parents during the war or one or both parents may be so physically or psychologically disabled from war so that they are not able to provide adequate caretaking of child. Child may have spent extended amount of time in refugee camp.","2","2.0","WAR AFFECTED","false","",""
"a0Y110000008xmYEAQ","false","4094","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","a0Z11000000D33sEAC","red","Child has experienced the direct effects of war. Child may have feared for his/her own life during war due to bombings or shelling very near to him/her. Child may have been directly injured, tortured or kidnapped. Child may have served as soldiers, guerrilla or other combatant in his/her home country.","3","6.0","WAR AFFECTED","false","",""
"a0Y110000008xmZEAQ","false","4095","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","a0Z11000000D33SEAS","green","Child has a strong and stable optimistic outlook on his/her life. Child is future oriented.","0","0.0","OPTIMISM","false","",""
"a0Y110000008xroEAA","false","4420","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35JEAS","gray","Not applicable","NA","0.0","PARENT OR SIBLING PROBLEMS","false","",""
"a0Y110000008xrpEAA","false","4421","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35kEAC","green","This level indicates a person who self-administers any prescribed medications as prescribed and without reminders, or a person who is not currently on any medication.","0","0.0","MEDICATION COMPLIANCE","false","",""
"a0Y110000008xsAEAQ","false","4442","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35NEAS","green","This level indicates a child with an easy temperament. S/he is easily calmed or distracted when angry or upset","0","0.0","TEMPERAMENT","false","",""
"a0Y110000008xsBEAQ","false","4443","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35NEAS","yellow","This level indicates a child with some mild problems being calmed, soothed, or distracted when angry or upset. Child may have occasional episodes of extended crying or tantrums.","1","1.0","TEMPERAMENT","false","",""
"a0Y110000008xsCEAQ","false","4444","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35NEAS","orange","This level indicates a child with a difficult temperament. Child has difficulty being calmed, soothed, or distracted. Persistent episodes of crying, tantrums, or other difficult behaviors are observed.","2","2.0","TEMPERAMENT","false","",""
"a0Y110000008xsDEAQ","false","4445","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35NEAS","red","This level indicates a child who has significant difficulties being calmed, soothed, or distracted when angry or upset. Repeated and extreme persistent episodes of crying, tantrums, or other difficult behaviors are observed when the child is angry or upset.","3","6.0","TEMPERAMENT","false","",""
"a0Y110000008xsEEAQ","false","4446","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35NEAS","gray","Not applicable","NA","0.0","TEMPERAMENT","false","",""
"a0Y110000008xsFEAQ","false","4447","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35OEAS","green","This level indicates a child with no problems in day care or preschool environments.","0","0.0","DAY CARE PRESCHOOL","false","",""
"a0Y110000008xsGEAQ","false","4448","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35OEAS","yellow","This level indicates a child with mild problems in day care or school environments.","1","1.0","DAY CARE PRESCHOOL","false","",""
"a0Y110000008xsHEAQ","false","4449","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35OEAS","orange","This level indicates a child who has difficulties in day care or preschool environments. These problems may include things such as separation anxiety or difficult behavior.","2","2.0","DAY CARE PRESCHOOL","false","",""
"a0Y110000008xiKEAQ","false","3832","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","a0Z11000000D32kEAC","","","Presents a Risk","","Sexual aggression","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xiLEAQ","false","3833","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","a0Z11000000D32kEAC","","","Does Not Present a Risk","","Sexual aggression","false","","2.0"
"a0Y110000008xiMEAQ","false","3834","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","a0Z11000000D32lEAC","","","Presents a Risk","","Other","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xiNEAQ","false","3835","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","a0Z11000000D32lEAC","","","Does Not Present a Risk","","Other","false","","2.0"
"a0Y110000008xiOEAQ","false","3836","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","a0Z11000000D32mEAC","green","Caregiver(s) has no physical health limitations that impact assistance or attendant care.","0","0.0","PHYSICAL HEALTH","false","",""
"a0Y110000008xiPEAQ","false","3837","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","a0Z11000000D32mEAC","yellow","Caregiver(s) has some physical health limitations that interfere with provision of assistance or attendant care.","1","1.0","PHYSICAL HEALTH","false","",""
"a0Y110000008xiQEAQ","false","3838","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","a0Z11000000D32mEAC","orange","Caregiver(s) has significant physical health limitations that prevent them from being able to provide some needed assistance or make attendant care difficult.","2","2.0","PHYSICAL HEALTH","false","",""
"a0Y110000008xiREAQ","false","3839","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","a0Z11000000D32mEAC","red","Caregiver(s) is physically unable to provide any needed assistance or attendant care.","3","6.0","PHYSICAL HEALTH","false","",""
"a0Y110000008xiSEAQ","false","3840","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","a0Z11000000D32mEAC","gray","Rate non applicable when the child has no known caregiver and/or when child is living in a residential or group home setting.","NA","0.0","PHYSICAL HEALTH","false","",""
"a0Y110000008xiTEAQ","false","3841","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","005U0000001BHukIAG","2014-02-28T00:24:45.000Z","a0Z11000000D32nEAC","green","Caregiver(s) has no mental health limitations that impact assistance or attendant care.","0","0.0","MENTAL HEALTH","false","",""
"a0Y110000008xjcEAA","false","3912","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","a0Z11000000D32yEAC","gray","Rate non applicable when the child has no known caregiver and/or when child is living in a residential or group home setting.","NA","0.0","CAREGIVER POSTTRAUMATIC REACTIONS","false","",""
"a0Y110000008xjdEAA","false","3913","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","a0Z11000000D32YEAS","green","No evidence of stress between child?s cultural identity and current living situation.","0","0.0","CULTURE STRESS","false","",""
"a0Y110000008xjeEAA","false","3914","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","a0Z11000000D32YEAS","yellow","Some evidence of mild or occasional stress resulting from friction between the child?s cultural identity and his/her current living situation.","1","1.0","CULTURE STRESS","false","",""
"a0Y110000008xjfEAA","false","3915","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","a0Z11000000D32YEAS","orange","Child is experiencing cultural stress from friction between the child?s cultural identity and current living situation and that is causing some problems with functioning.","2","2.0","CULTURE STRESS","false","",""
"a0Y110000008xjgEAA","false","3916","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","a0Z11000000D32YEAS","red","Child is experiencing a high level of cultural stress between his/her cultural identity and current living situation that is making functioning very difficult under the present circumstances.","3","6.0","CULTURE STRESS","false","",""
"a0Y110000008xjhEAA","false","3917","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","a0Z11000000D32zEAC","green","This rating indicates a child with no evidence of thought disturbances. Both thought processes and content are within normal range.","0","0.0","PSYCHOSIS","false","",""
"a0Y110000008xjiEAA","false","3918","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","a0Z11000000D32zEAC","yellow","This rating indicates a child with evidence of mild disruption in thought processes or content. The child may be somewhat tangential in speech or evidence somewhat illogical thinking (age inappropriate). This also includes children with a history of hallucinations but none currently. The category would be used for children who are sub-threshold for one of the DSM diagnoses listed above.","1","1.0","PSYCHOSIS","false","",""
"a0Y110000008xjjEAA","false","3919","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","a0Z11000000D32zEAC","orange","This rating indicates a child with evidence of moderate disturbance in thought processes or content.
The child may be somewhat delusional or have brief or intermittent hallucinations. The child's speech may be at times quite tangential or illogical. This level would be used for children who meet the diagnostic criteria for one of the disorders listed above.","2","2.0","PSYCHOSIS","false","",""
"a0Y110000008xjkEAA","false","3920","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","a0Z11000000D32zEAC","red","This rating indicates a child with severe psychotic disorder. The child frequently is experiencing symptoms of psychosis and frequently has no reality assessment. There is evidence of ongoing delusions or hallucinations or both. Command hallucinations would be coded here. This level is used for extreme cases of the diagnoses listed above.","3","6.0","PSYCHOSIS","false","",""
"a0Y110000008xjlEAA","false","3921","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","005U0000001BHukIAG","2014-02-28T00:24:49.000Z","a0Z11000000D32ZEAS","","","Presents a Risk","","Insect","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xjmEAA","false","3922","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","a0Z11000000D32ZEAS","","","Does Not Present a Risk","","Insect","false","","2.0"
"a0Y110000008xjnEAA","false","3923","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","a0Z11000000D330EAC","green","This rating is used to indicate a child with no evidence of attention or concentration problems. This child is able to stay on task in an age-appropriate manner.","0","0.0","ATTENTION/CONCENTRATION","false","",""
"a0Y110000008xjoEAA","false","3924","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","a0Z11000000D330EAC","yellow","This rating is used to indicate a child with evidence of mild problems with attention or concentration. Child may have some difficulties staying on task for an age-appropriate time period in school or play.","1","1.0","ATTENTION/CONCENTRATION","false","",""
"a0Y110000008xjpEAA","false","3925","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","005U0000001BHukIAG","2014-02-28T00:24:50.000Z","a0Z11000000D330EAC","orange","This rating is used to indicate a child with moderate attention problems. In addition to problems with sustained attention, child may become easily distracted or forgetful in daily activities, have trouble following through on activities, and become reluctant to engage in activities that require sustained effort. A child who meets DSM-IV diagnostic criteria for ADHD would be rated here.","2","2.0","ATTENTION/CONCENTRATION","false","",""
"a0Y110000008xmaEAA","false","4096","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","a0Z11000000D33SEAS","yellow","Child is generally optimistic. Child is likely able to articulate some positive future vision.","1","1.0","OPTIMISM","false","",""
"a0Y110000008xmbEAA","false","4097","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","a0Z11000000D33SEAS","orange","Child has difficulties maintaining a positive view of him/herself and his/her life. Child may be overly pessimistic.","2","2.0","OPTIMISM","false","",""
"a0Y110000008xmcEAA","false","4098","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","a0Z11000000D33SEAS","red","Child has difficulties seeing any positives about him/herself or his/her life.","3","6.0","OPTIMISM","false","",""
"a0Y110000008xmdEAA","false","4099","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","a0Z11000000D33tEAC","green","There is no evidence that child has been affected by terrorism or terrorist activities.","0","0.0","TERRORISM AFFECTED","false","",""
"a0Y110000008xmeEAA","false","4100","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","a0Z11000000D33tEAC","yellow","Child?s community has experienced an act of terrorism, but the child was not directly impacted by the violence (e.g. child lives close enough to site of terrorism that he/she may have visited before or child recognized the location when seen on TV, but child?s family and neighborhood infrastructure was not directly affected). Exposure has been limited to pictures on television.","1","1.0","TERRORISM AFFECTED","false","",""
"a0Y110000008xmfEAA","false","4101","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","005U0000001BHukIAG","2014-02-28T00:25:01.000Z","a0Z11000000D33tEAC","orange","Child has been affected by terrorism within his/her community, but did not directly witness the attack.
Child may live near the area where attack occurred and be accustomed to visiting regularly in the past, infrastructure of child?s daily life may be disrupted due to attack (e.g. utilities or school), and child may see signs of the attack in neighborhood (e.g. destroyed building). Child may know people who were injured in the attack.","2","2.0","TERRORISM AFFECTED","false","",""
"a0Y110000008xmqEAA","false","4112","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","a0Z11000000D33UEAS","yellow","This level indicates a child with some moral and spiritual strengths. Child may be involved in a religious community.","1","1.0","SPIRITUAL/RELIGIOUS","false","",""
